date,canton,population,density,O65_perc,O65,beds,bedsPerCapita,TotalTestedCases,tested_pos,TotalConfCases,TotalCured,TotalDeaths,,Pos_Pop_rate,Conf_Pop_rate,,,,,,,,
10.03.20,NE,177964,220,19.00%,33813,385,0.002163359,,27,NA,,,,0.000151716,,,,,,,,,
11.03.20,NE,177964,220,19.00%,33813,385,0.002163359,,27,NA,,,,0.000151716,,,,,,,,,
12.03.20,NE,177964,220,19.00%,33813,385,0.002163359,,33,NA,,,,0.000185431,,,,,,,,,
13.03.20,NE,177964,220,19.00%,33813,385,0.002163359,,37,NA,,,,0.000207907,,,,,,,,,
14.03.20,NE,177964,220,19.00%,33813,385,0.002163359,,39,38,,,,0.000219145,0.000213526,,,,,,,,
15.03.20,NE,177964,220,19.00%,33813,385,0.002163359,,,,,,,,,,,,,,,,
16.03.20,NE,177964,220,19.00%,33813,385,0.002163359,,74,,,,,0.000415814,,,,,,,,,
17.03.20,NE,177964,220,19.00%,33813,385,0.002163359,,77,,,,,0.000432672,,,,,,,,,
18.03.20,NE,177964,220,19.00%,33813,385,0.002163359,,99,,,,,0.000556292,,,,,,,,,
19.03.20,NE,177964,220,19.00%,33813,385,0.002163359,,132,,,2,,0.000741723,,,,,,,,,
06.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,0,NA,,,,0,,,,,,,,,
07.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,0,NA,,,,0,,,,,,,,,
08.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,0,NA,,,,0,,,,,,,,,
09.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,0,NA,,,,0,,,,,,,,,
10.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,0,NA,,,,0,,,,,,,,,
11.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,3,NA,,,,6.94075E-05,,,,,,,,,
12.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,4,NA,,,,9.25433E-05,,,,,,,,,
13.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,5,NA,,,,0.000115679,,,,,,,,,
14.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,5,0,,,,0.000115679,0,,,,,,,,
15.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,,,,,,,,,,,,,,,
16.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,10,,,,,0.000231358,,,,,,,,,
17.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,12,,,,,0.00027763,,,,,,,,,
18.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,18,,,,,0.000416445,,,,,,,,,
19.03.20,NW,43223,157,20.30%,8774,73,0.001688916,,25,,,,,0.000578396,,,,,,,,,
06.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,0,NA,,,,0,,,,,,,,,
07.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,0,NA,,,,0,,,,,,,,,
08.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,0,NA,,,,0,,,,,,,,,
09.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,0,NA,,,,0,,,,,,,,,
10.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,0,NA,,,,0,,,,,,,,,
11.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,0,NA,,,,0,,,,,,,,,
12.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,0,NA,,,,0,,,,,,,,,
13.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,7,NA,,,,0.000184985,,,,,,,,,
14.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,8,1,,,,0.000211411,2.64264E-05,,,,,,,,
15.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,,,,,,,,,,,,,,,
16.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,,,,,,,,,,,,,,,
17.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,,,,,,,,,,,,,,,
18.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,16,,,,,0.000422822,,,,,,,,,
19.03.20,OW,37841,77,18.80%,7114,50,0.001321318,,17,,,,,0.000449248,,,,,,,,,
06.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,1,NA,,,,1.96968E-06,,,,,,,,,
07.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,1,NA,,,,1.96968E-06,,,,,,,,,
08.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,3,NA,,,,5.90904E-06,,,,,,,,,
09.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,3,NA,,,,5.90904E-06,,,,,,,,,
10.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,7,NA,,,,1.37878E-05,,,,,,,,,
11.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,10,NA,,,,1.96968E-05,,,,,,,,,
12.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,14,NA,,,,2.75755E-05,,,,,,,,,
13.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,19,NA,,,,3.74239E-05,,,,,,,,,
14.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,26,16,,,,5.12116E-05,3.15149E-05,,,,,,,,
15.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,,,,,,,,,,,,,,,
16.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,35,,,,,6.89388E-05,,,,,,,,,
17.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,47,,,,,9.25749E-05,,,,,,,,,
18.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,61,,,,,0.00012015,,,,,,,,,
19.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,85,,,,,0.000167423,,,,,,,,,
20.03.20,SG,507697,251,18.30%,92909,1565,0.003082547,,98,,,,,0.000193029,,,,,,,,,
06.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,0,NA,,,,0,,,,,,,,,
07.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,0,NA,,,,0,,,,,,,,,
08.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,0,NA,,,,0,,,,,,,,,
09.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,0,NA,,,,0,,,,,,,,,
10.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,0,NA,,,,0,,,,,,,,,
11.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,1,NA,,,,1.21965E-05,,,,,,,,,
12.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,1,NA,,,,1.21965E-05,,,,,,,,,
13.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,1,NA,,,,1.21965E-05,,,,,,,,,
14.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,1,1,,,,1.21965E-05,1.21965E-05,,,,,,,,
15.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,,,,,,,,,,,,,,,
16.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,,,,,,,,,,,,,,,
17.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,,,,,,,,,,,,,,,
18.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,6,,,,,7.31788E-05,,,,,,,,,
19.03.20,SH,81991,275,21.20%,17382,186,0.002268542,,8,,,,,9.75717E-05,,,,,,,,,
06.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,1,NA,,,,3.6604E-06,,,,,,,,,
07.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,1,NA,,,,3.6604E-06,,,,,,,,,
08.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,1,NA,,,,3.6604E-06,,,,,,,,,
09.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,1,NA,,,,3.6604E-06,,,,,,,,,
10.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,1,NA,,,,3.6604E-06,,,,,,,,,
11.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,3,NA,,,,1.09812E-05,,,,,,,,,
12.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,7,NA,,,,2.56228E-05,,,,,,,,,
13.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,8,NA,,,,2.92832E-05,,,,,,,,,
14.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,10,6,,,,3.6604E-05,2.19624E-05,,,,,,,,
15.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,,,,,,0,,,,,,,,,
16.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,,,,,,0,,,,,,,,,
17.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,,,,,,0,,,,,,,,,
18.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,31,,,,,0.000113472,,,,,,,,,
19.03.20,SO,273194,345,19.60%,53546,510,0.001866805,,39,,,,,0.000142756,,,,,,,,,
06.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,7,NA,,,,4.39795E-05,,,,,,,,,
07.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,7,NA,,,,4.39795E-05,,,,,,,,,
08.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,7,NA,,,,4.39795E-05,,,,,,,,,
09.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,7,NA,,,,4.39795E-05,,,,,,,,,
10.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,7,NA,,,,4.39795E-05,,,,,,,,,
11.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,8,NA,,,,5.02623E-05,,,,,,,,,
12.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,9,NA,,,,5.65451E-05,,,,,,,,,
13.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,10,NA,,,,6.28279E-05,,,,,,,,,
14.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,13,12,,,,8.16762E-05,7.53935E-05,,,,,,,,
15.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,13,,,,,8.16762E-05,,,,,,,,,
16.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,,,,,,,,,,,,,,,
17.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,,,,,,,,,,,,,,,
18.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,29,,,,,0.000182201,,,,,,,,,
19.03.20,SZ,159165,175,17.70%,28172,274,0.001721484,,35,,,,,0.000219898,,,,,,,,,
06.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,1,NA,,,,3.617E-06,,,,,,,,,
07.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,1,NA,,,,3.617E-06,,,,,,,,,
08.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,1,NA,,,,3.617E-06,,,,,,,,,
09.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,2,NA,,,,7.23401E-06,,,,,,,,,
10.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,3,NA,,,,1.0851E-05,,,,,,,,,
11.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,4,NA,,,,1.4468E-05,,,,,,,,,
12.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,5,NA,,,,1.8085E-05,,,,,,,,,
13.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,5,NA,,,,1.8085E-05,,,,,,,,,
14.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,5,4,,,,1.8085E-05,1.4468E-05,,,,,,,,
15.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,,,,,,,,,,,,,,,
16.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,17,,,,,6.1489E-05,,,,,,,,,
17.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,23,,,,,8.31911E-05,,,,,,,,,
18.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,32,,,,,0.000115744,,,,,,,,,
19.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,36,,,,,0.000130212,,,,,,,,,
20.03.20,TG,276472,279,17.60%,48659,570,0.002061692,,49,,,,,0.000177233,,,,,,,,,
06.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,37,NA,,,,0.000104714,,,,,,,,,
07.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,43,NA,,,,0.000121695,,,,,,,,,
08.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,58,NA,,,,0.000164146,,,,,,,,,
09.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,67,NA,,,,0.000189617,,,,,,,,,
10.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,91,NA,,,,0.00025754,,,,,,,,,
11.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,131,NA,,,,0.000370745,,,,,,,,,
12.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,170,NA,,,,0.000481119,,,,,,,,,
13.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,218,NA,,,,0.000616964,,,,,,,,,
14.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,262,250,,,,0.000741489,0.000707528,,,,,,,,
15.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,291,,,6,,0.000823562,,,,,,,,,
16.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,330,,,8,,0.000933937,,,,,,,,,
17.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,422,,,10,,0.001194307,,,,,,,,,
18.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,511,,,14,,0.001446187,,,,,,,,,
19.03.20,TI,353343,126,22.60%,79856,1338,0.003786689,,638,,,15,,0.001805611,,,,,,,,,
06.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,0,NA,,,,0,,,,,,,,,
07.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,0,NA,,,,0,,,,,,,,,
08.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,0,NA,,,,0,,,,,,,,,
09.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,0,NA,,,,0,,,,,,,,,
10.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,0,NA,,,,0,,,,,,,,,
11.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,0,NA,,,,0,,,,,,,,,
12.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,2,NA,,,,5.48953E-05,,,,,,,,,
13.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,2,NA,,,,5.48953E-05,,,,,,,,,
14.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,2,0,,,,5.48953E-05,0,,,,,,,,
15.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,2,,,,,5.48953E-05,,,,,,,,,
16.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,2,,,,,5.48953E-05,,,,,,,,,
17.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,2,,,,,5.48953E-05,,,,,,,,,
18.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,5,,,,,0.000137238,,,,,,,,,
19.03.20,UR,36433,34,20.40%,7432,63,0.001729202,,7,,,,,0.000192134,,,,,,,,,
06.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,23,NA,,,,2.87808E-05,,,,,,,,,
07.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,30,NA,,,,3.75401E-05,,,,,,,,,
08.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,40,NA,,,,5.00535E-05,,,,,,,,,
09.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,51,NA,,,,6.38182E-05,,,,,,,,,
10.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,77,NA,,,,9.6353E-05,,,,,,,,,
11.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,108,NA,,,,0.000135144,,,,,,,,,
12.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,156,NA,,,,0.000195209,,,,,,,,,
13.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,222,NA,,,,0.000277797,,,,,,,,,
14.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,273,254,,,,0.000341615,0.00031784,,,,,,,,
15.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,331,,,,,0.000414193,,,,,,,,,
16.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,461,,,,,0.000576867,,,,,,,,,
17.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,695,,,,,0.000869679,,,,,,,,,
18.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,796,,,,,0.000996065,,,,,,,,,
19.03.20,VD,799145,249,16.40%,131060,2268,0.002838033,,1001,,,5,,0.001252589,,,,,,,,,
06.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,4,NA,,,,1.16294E-05,,,,,,,,,
07.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,5,NA,,,,1.45368E-05,,,,,,,,,
08.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,5,NA,,,,1.45368E-05,,,,,,,,,
09.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,7,NA,,,,2.03515E-05,,,,,,,,,
10.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,15,NA,,,,4.36104E-05,,,,,,,,,
11.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,18,NA,,,,5.23324E-05,,,,,,,,,
12.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,23,NA,,,,6.68692E-05,,,,,,,,,
13.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,29,NA,,,,8.43134E-05,,,,,,,,,
14.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,47,43,,,,0.000136646,0.000125016,,,,,,,,
15.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,,,,,,,,,,,,,,,
16.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,,,,,,,,,,,,,,,
17.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,95,,,,,0.000276199,,,,,,,,,
18.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,129,,,,,0.000375049,,,,,,,,,
19.03.20,VS,343955,66,19.60%,67415,834,0.002424736,,232,,,,,0.000674507,,,,,,,,,
06.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,5,NA,,,,3.94207E-05,,,,,,,,,
07.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,6,NA,,,,4.73048E-05,,,,,,,,,
08.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,7,NA,,,,5.51889E-05,,,,,,,,,
09.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,7,NA,,,,5.51889E-05,,,,,,,,,
10.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,7,NA,,,,5.51889E-05,,,,,,,,,
11.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,7,NA,,,,5.51889E-05,,,,,,,,,
12.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,7,NA,,,,5.51889E-05,,,,,,,,,
13.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,7,NA,,,,5.51889E-05,,,,,,,,,
14.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,9,8,,,,7.09572E-05,6.30731E-05,,,,,,,,
15.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,,,,,,,,,,,,,,,
16.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,,,,,,,,,,,,,,,
17.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,,,,,,,,,,,,,,,
18.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,17,,,,,0.00013403,,,,,,,,,
19.03.20,ZG,126837,531,17.00%,21562,206,0.001624132,,23,,,,,0.000181335,,,,,,,,,
27.02.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,1,1,,,,6.57476E-07,6.57476E-07,,,,,,,,
28.02.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,2,2,,,,1.31495E-06,1.31495E-06,,,,,,,,
02.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,2,2,,,,1.31495E-06,1.31495E-06,,,,,,,,
03.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,400,9,9,,,,5.91728E-06,5.91728E-06,,,,,,,,
05.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,19,19,,,,1.2492E-05,1.2492E-05,,,,,,,,
06.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,26,26,,,,1.70944E-05,1.70944E-05,,,,,,,,
07.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,30,30,,,,1.97243E-05,1.97243E-05,,,,,,,,
08.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,37,37,,,,2.43266E-05,2.43266E-05,,,,,,,,
09.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,855,40,40,,,,2.6299E-05,2.6299E-05,,,,,,,,
10.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,49,49,,,,3.22163E-05,3.22163E-05,,,,,,,,
11.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,59,59,1,,,3.87911E-05,3.87911E-05,,,,,,,,
12.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,92,92,7,,,6.04878E-05,6.04878E-05,,,,,,,,
13.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,140,140,11,,,9.20466E-05,9.20466E-05,,,,,,,,
16.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,270,270,,1,,0.000177519,0.000177519,,,,,,,,
17.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,294,294,,,,0.000193298,0.000193298,,,,,,,,
18.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,424,424,,,,0.00027877,0.00027877,,,,,,,,
19.03.20,ZH,1520968,880,17.00%,258565,4472,0.002940233,,526,526,,3,,0.000345832,,,,,,,,,